age,fare,body,pclass,survived,name,sex,sibsp,parch,ticket,cabin,embarked,boat,home.dest
35.0,5.0,158.0,2.0,0,"Clifford, Mr. George Quincy",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
32.0,69.0,157.0,1.0,0,"Goodwin, Master. Sidney Leonard",male,2.0,9.0,323592,F33,C,11,"New York, NY"
17.0,85.0,185.0,3.0,0,"Adams, Mr. John",female,1.0,1.0,111361,A5,C,10,"?Havana, Cuba"
17.0,85.0,185.0,2.0,0,"Abbing, Mr. Anthony",female,1.0,1.0,110152,A11,C,1,"?Havana, Cuba"
35.0,-1.0,158.0,2.0,0,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
34.0,7.0,160.0,2.0,1,"Natsch, Mr. Charles H",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
35.0,1.0,158.0,2.0,0,"Clifford, Mr. George Quincy",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
36.0,3.0,159.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,173.0,3.0,0,"Daly, Miss. Margaret Marcella 'Maggie'",female,1.0,1.0,335677,C87,Q,D,"New York, NY"
30.0,-15.0,182.0,2.0,0,"Pearce, Mr. Ernest",male,2.0,4.0,2676,A24,Q,13 15 B,"Upper Burma, India Pittsburgh, PA"
35.0,21.0,160.0,2.0,0,"Sjoblom, Miss. Anna Sofia",male,0.0,0.0,2676,C23 C25 C27,S,13,"Kilmacowen, Co Sligo, Ireland New York, NY"
33.0,22.0,162.0,2.0,0,"Straus, Mr. Isidor",male,3.0,0.0,2676,C111,Q,12,"Ruotsinphyhtaa, Finland New York, NY"
37.0,9.0,160.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
35.0,0.0,159.0,2.0,0,"Natsch, Mr. Charles H",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
37.0,10.0,161.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
18.0,85.0,177.0,1.0,0,"Green, Mr. George Henry",female,1.0,1.0,348123,B82 B84,C,11,"New York, NY"
39.0,85.0,162.0,1.0,1,"Persson, Mr. Ernst Ulrik",female,1.0,1.0,348123,C23 C25 C27,C,13,"New York, NY"
38.0,28.0,160.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
17.0,85.0,185.0,1.0,0,"Anderson, Mr. Harry",female,1.0,1.0,113786,B20,C,11,"Cologne, Germany"
17.0,85.0,185.0,1.0,0,"Abbing, Mr. Anthony",female,1.0,1.0,110152,A18,C,1,"?Havana, Cuba"
36.0,4.0,159.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
35.0,-1.0,159.0,2.0,0,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
36.0,10.0,160.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
33.0,41.0,163.0,2.0,1,"Colley, Mr. Edward Pomeroy",male,0.0,0.0,2676,C23 C25 C27,S,13,"New York, NY"
34.0,80.0,162.0,1.0,0,"Persson, Mr. Ernst Ulrik",male,0.0,0.0,330923,C23 C25 C27,S,13,"Norwich / New York, NY"
21.0,84.0,173.0,1.0,0,"Goncalves, Mr. Manuel Estanslas",male,0.0,0.0,335677,C23 C25 C27,S,13,"New York, NY"
36.0,2.0,160.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
32.0,84.0,166.0,1.0,0,"Makinen, Mr. Kalle Edvard",male,1.0,1.0,2668,F33,C,11,"New York, NY"
17.0,85.0,127.0,3.0,0,"Duran y More, Miss. Asuncion",female,4.0,2.0,28424,E44,C,16,"Cornwall / Akron, OH"
37.0,4.0,160.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
29.0,6.0,158.0,2.0,0,"Johansson, Mr. Nils",male,3.0,3.0,2676,C50,Q,14,"Ruotsinphyhtaa, Finland New York, NY"
37.0,17.0,161.0,2.0,1,"Van Impe, Mr. Jean Baptiste",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
35.0,72.0,175.0,1.0,0,"Watson, Mr. Ennis Hastings",male,0.0,0.0,2673,B94,S,11,"St Andrews, Guernsey"
37.0,16.0,161.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
27.0,85.0,181.0,1.0,1,"Goldsmith, Mr. Nathan",male,0.0,0.0,113044,C23 C25 C27,S,13,"New York, NY"
36.0,9.0,160.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
37.0,7.0,160.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
32.0,-4.0,156.0,2.0,0,"Daly, Mr. Peter Denis",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,150.0,2.0,0,"Emir, Mr. Farred Chehab",female,4.0,2.0,2673,C6,Q,8,"Cologne, Germany"
33.0,-4.0,156.0,2.0,0,"Daly, Mr. Peter Denis",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
34.0,-0.0,157.0,2.0,0,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
35.0,2.0,158.0,2.0,0,"Case, Mr. Howard Brown",male,0.0,0.0,2676,C23 C25 C27,S,13 15 B,"Mexico City, Mexico"
33.0,39.0,161.0,2.0,1,"Caram, Mr. Joseph",male,0.0,0.0,347088,C23 C25 C27,S,13,"New York, NY"
33.0,32.0,170.0,3.0,1,"Lefebre, Master. Henry Forbes",male,0.0,0.0,PC 17477,C23 C25 C27,S,16,"Stockholm, Sweden New York"
39.0,48.0,165.0,1.0,1,"Van Impe, Mr. Jean Baptiste",male,0.0,0.0,2676,C23 C25 C27,S,13,London
38.0,26.0,162.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,London
36.0,19.0,160.0,2.0,1,"Van Impe, Mr. Jean Baptiste",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
36.0,84.0,169.0,1.0,1,"Sloper, Mr. William Thompson",male,0.0,0.0,2676,C23 C25 C27,C,13,"Holley, NY"
18.0,-18.0,139.0,2.0,0,"Johansson, Mr. Nils",male,2.0,3.0,237670,E12,Q,14,"Minneapolis, MN"
35.0,2.0,159.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,185.0,2.0,0,"Abbott, Mrs. Stanton (Rosa Hunt)",female,1.0,1.0,110152,A21,C,1,"?Havana, Cuba"
35.0,-0.0,158.0,2.0,0,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
37.0,4.0,160.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
29.0,77.0,170.0,2.0,0,"Harper, Miss. Annie Jessie 'Nina'",female,1.0,2.0,2679,F,Q,15,"Somerset / Bernardsville, NJ"
17.0,81.0,147.0,3.0,0,"Karun, Miss. Manca",male,4.0,1.0,113050,E44,Q,16,"Cornwall / Akron, OH"
39.0,33.0,161.0,1.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
33.0,-4.0,156.0,2.0,0,"Daly, Mr. Peter Denis",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,185.0,2.0,0,"Abbing, Mr. Anthony",female,1.0,1.0,110152,A18,C,1,"?Havana, Cuba"
36.0,0.0,160.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
36.0,1.0,160.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"St Andrews, Guernsey"
35.0,57.0,161.0,1.0,1,"Widener, Mr. Harry Elkins",male,0.0,0.0,2676,C23 C25 C27,S,13,"Syria Fredericksburg, VA"
17.0,85.0,185.0,3.0,0,"Lester, Mr. James",female,1.0,1.0,2676,F33,C,11,"Tuxedo Park, NY"
36.0,8.0,159.0,2.0,1,"Alhomaki, Mr. Ilmari Rudolf",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
39.0,85.0,173.0,3.0,0,"Rosblom, Mr. Viktor Richard",female,1.0,9.0,C.A./SOTON 34068,C65,C,13,"Norwich / New York, NY"
34.0,-1.0,157.0,2.0,0,"Daly, Mr. Peter Denis",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,183.0,1.0,0,"Duff Gordon, Lady. (Lucille Christiana Sutherland) ('Mrs Morgan')",female,1.0,1.0,C.A. 15185,C6,C,11,"New York, NY"
18.0,83.0,148.0,2.0,0,"Green, Mr. George Henry",male,1.0,1.0,348123,C50,C,11,"New Britain, CT"
17.0,85.0,185.0,1.0,0,"Wick, Mrs. George Dennick (Mary Hitchcock)",female,1.0,1.0,2659,G6,C,11,"New York, NY"
17.0,85.0,171.0,2.0,0,"Asplund, Mrs. Carl Oscar (Selma Augusta Emilia Johansson)",female,1.0,1.0,111240,B38,C,1,"Ascot, Berkshire / Rochester, NY"
36.0,65.0,161.0,1.0,0,"Young, Miss. Marie Grice",male,0.0,0.0,2676,C23 C25 C27,S,13,"New York, NY"
37.0,21.0,159.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
37.0,11.0,160.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
36.0,3.0,160.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,164.0,3.0,0,"Green, Mr. George Henry",female,1.0,1.0,348123,C50,C,11,"New York, NY"
37.0,72.0,167.0,2.0,0,"Lindeberg-Lind, Mr. Erik Gustaf ('Mr Edward Lingrey')",male,2.0,6.0,348123,B82 B84,Q,11,"Ottawa, ON"
36.0,8.0,159.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
34.0,1.0,157.0,2.0,0,"Clifford, Mr. George Quincy",male,0.0,0.0,2676,C23 C25 C27,S,13,"Mexico City, Mexico"
36.0,3.0,159.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
36.0,5.0,159.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
36.0,3.0,159.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
30.0,61.0,168.0,2.0,0,"Spedden, Mr. Frederic Oakley",male,8.0,6.0,233866,C46,C,14,"Paris, France New York, NY"
17.0,85.0,175.0,3.0,0,"Skoog, Master. Harald",female,1.0,1.0,2683,F33,C,7,"New York, NY"
34.0,-3.0,157.0,2.0,0,"Daly, Mr. Peter Denis",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,179.0,3.0,0,"Lester, Mr. James",male,4.0,1.0,2676,F38,Q,14,"Isle of Wight, England"
36.0,2.0,159.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,148.0,1.0,0,"de Brito, Mr. Jose Joaquim",female,1.0,1.0,348123,E63,C,D,"New York, NY"
17.0,80.0,158.0,3.0,0,"Dintcheff, Mr. Valtcho",male,3.0,4.0,367230,A5,Q,12,"Tuxedo Park, NY"
36.0,13.0,158.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
39.0,85.0,149.0,3.0,0,"Edvardsson, Mr. Gustaf Hjalmar",male,1.0,1.0,348123,C23 C25 C27,C,13,"Deer Lodge, MT"
17.0,85.0,148.0,1.0,0,"Abbing, Mr. Anthony",female,1.0,1.0,110152,A19,C,1,"?Havana, Cuba"
36.0,5.0,160.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"St Andrews, Guernsey"
37.0,14.0,160.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,175.0,3.0,0,"Yasbeck, Mrs. Antoni (Selini Alexander)",female,1.0,1.0,348123,A5,C,11,"New York, NY"
17.0,85.0,145.0,3.0,0,"Abbott, Master. Eugene Joseph",female,1.0,1.0,110152,A19,C,10,"?Havana, Cuba"
26.0,34.0,153.0,2.0,0,"Sage, Mr. Frederick",male,0.0,0.0,113050,E44,Q,16,"Clevedon, England"
37.0,21.0,162.0,2.0,1,"Saad, Mr. Amin",male,0.0,0.0,2676,C23 C25 C27,S,13,"Deephaven, MN / Cedar Rapids, IA"
26.0,84.0,161.0,3.0,0,"Persson, Mr. Ernst Ulrik",female,1.0,3.0,21440,C68,C,12,"New York, NY"
37.0,25.0,159.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,Austria-Hungary
17.0,85.0,158.0,3.0,0,"Allison, Mr. Hudson Joshua Creighton",female,1.0,1.0,113028,B101,C,1,"Ascot, Berkshire / Rochester, NY"
36.0,0.0,159.0,2.0,0,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,162.0,3.0,0,"Connolly, Miss. Kate",female,3.0,1.0,228414,B20,Q,12,"Hartford, Huntingdonshire"
36.0,33.0,159.0,1.0,1,"Van Impe, Mr. Jean Baptiste",male,0.0,0.0,2676,C23 C25 C27,S,13,"New York, NY"
38.0,29.0,161.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
37.0,8.0,160.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
17.0,85.0,126.0,3.0,0,"Abelseth, Mr. Olaus Jorgensen",female,2.0,1.0,111361,A11,Q,10,"Ascot, Berkshire / Rochester, NY"
36.0,5.0,160.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,166.0,3.0,1,"Caram, Mr. Joseph",male,1.0,1.0,348123,F33,C,4,"Woodford County, KY"
17.0,85.0,185.0,3.0,0,"Bazzani, Miss. Albina",female,3.0,2.0,348123,B49,Q,11,"Deer Lodge, MT"
36.0,10.0,160.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,185.0,1.0,0,"Backstrom, Mr. Karl Alfred",female,1.0,1.0,113044,B101,C,11,"Cologne, Germany"
35.0,27.0,162.0,2.0,1,"Caram, Mr. Joseph",male,0.0,0.0,2676,C23 C25 C27,S,13,"New York, NY"
17.0,85.0,148.0,3.0,0,"Doling, Mrs. John T (Ada Julia Bone)",female,1.0,1.0,PP 9549,B20,C,4,"New York, NY"
33.0,-3.0,157.0,2.0,0,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
36.0,1.0,159.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,184.0,1.0,0,"Duran y More, Miss. Florentina",female,8.0,2.0,348123,E12,C,11,"New Forest, England"
36.0,1.0,159.0,2.0,0,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
34.0,-7.0,157.0,2.0,0,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
22.0,85.0,172.0,3.0,0,"Goodwin, Master. Sidney Leonard",male,1.0,1.0,SC/PARIS 2159,B4,Q,16,"New York, NY"
34.0,85.0,171.0,3.0,0,"Mangiavacchi, Mr. Serafino Emilio",female,1.0,1.0,2676,C23 C25 C27,C,11,"New York, NY"
40.0,63.0,164.0,1.0,1,"Svensson, Mr. Johan",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
39.0,37.0,162.0,1.0,1,"Svensson, Mr. Johan",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
32.0,81.0,168.0,2.0,1,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",female,0.0,0.0,382650,C23 C25 C27,S,13,"New York, NY"
25.0,83.0,152.0,1.0,0,"O'Connor, Mr. Patrick",female,8.0,9.0,349215,D37,C,8,"Norrlot, Sweden Chicago, IL"
33.0,66.0,161.0,3.0,0,"Backstrom, Mr. Karl Alfred",male,0.0,0.0,2676,C23 C25 C27,S,13,"New York, NY"
36.0,4.0,159.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
20.0,73.0,158.0,3.0,0,"Doling, Miss. Elsie",male,3.0,6.0,2664,E12,Q,12,"Ruotsinphyhtaa, Finland New York, NY"
17.0,85.0,185.0,2.0,0,"Abbing, Mr. Anthony",female,1.0,1.0,110152,A21,C,1,"?Havana, Cuba"
35.0,52.0,158.0,2.0,0,"Yasbeck, Mrs. Antoni (Selini Alexander)",male,0.0,0.0,A4. 54510,C23 C25 C27,S,1,"New York, NY"
38.0,23.0,162.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
28.0,84.0,166.0,1.0,0,"Yasbeck, Mr. Antoni",male,0.0,0.0,342712,C23 C25 C27,S,13,"New York, NY"
17.0,85.0,185.0,2.0,0,"Abbing, Mr. Anthony",female,2.0,1.0,110152,A18,C,1,"?Havana, Cuba"
37.0,9.0,161.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,182.0,3.0,0,"Astor, Col. John Jacob",female,1.0,1.0,C.A. 33595,E68,C,11,"New York, NY"
17.0,85.0,170.0,3.0,0,"Saad, Mr. Khalil",female,2.0,1.0,2676,D56,C,D,"Cologne, Germany"
30.0,82.0,170.0,3.0,0,"Sivic, Mr. Husein",female,3.0,1.0,2676,D56,C,11,"Norrlot, Sweden Chicago, IL"
37.0,38.0,162.0,2.0,0,"Kink-Heilmann, Mr. Anton",male,0.0,0.0,347467,C23 C25 C27,Q,13,"Brooklyn, NY"
35.0,4.0,158.0,2.0,0,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",male,0.0,0.0,2676,C23 C25 C27,S,13 15 B,"Portugal / Sau Paulo, Brazil"
17.0,85.0,185.0,1.0,0,"Sloper, Mr. William Thompson",female,0.0,1.0,382650,C23 C25 C27,C,13,"New York, NY"
37.0,8.0,160.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
36.0,2.0,159.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
20.0,85.0,150.0,3.0,0,"Lester, Mr. James",female,1.0,1.0,C.A. 2673,B20,C,15,"Bronx, NY"
35.0,6.0,159.0,2.0,1,"Clifford, Mr. George Quincy",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
36.0,-5.0,159.0,2.0,0,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13 15 B,"Brooklyn, NY"
38.0,25.0,162.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"East Orange, NJ"
36.0,7.0,159.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"St Andrews, Guernsey"
38.0,15.0,161.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
36.0,-2.0,159.0,2.0,0,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
37.0,33.0,161.0,1.0,1,"Van Impe, Mr. Jean Baptiste",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
38.0,22.0,161.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
37.0,11.0,161.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
37.0,15.0,160.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Deephaven, MN / Cedar Rapids, IA"
37.0,16.0,161.0,2.0,1,"Van Impe, Mr. Jean Baptiste",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
38.0,56.0,166.0,3.0,0,"Watson, Mr. Ennis Hastings",male,0.0,0.0,29105,C23 C25 C27,S,13,"Ruotsinphyhtaa, Finland New York, NY"
23.0,82.0,177.0,1.0,0,"Hays, Miss. Margaret Bechstein",female,8.0,2.0,348123,D36,C,14,"New York, NY"
17.0,85.0,150.0,3.0,0,"Klasen, Miss. Gertrud Emilia",female,2.0,1.0,348123,D35,C,4,"Cornwall / Akron, OH"
35.0,0.0,159.0,2.0,0,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
18.0,85.0,181.0,3.0,1,"Jonsson, Mr. Nils Hilding",female,1.0,1.0,350025,C23 C25 C27,C,13,"New York, NY"
17.0,85.0,145.0,3.0,0,"Persson, Mr. Ernst Ulrik",female,1.0,1.0,382650,E38,C,7,"New York, NY"
33.0,72.0,165.0,2.0,1,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",male,0.0,0.0,695,C23 C25 C27,S,13,"New York, NY"
17.0,85.0,183.0,3.0,0,"Duff Gordon, Lady. (Lucille Christiana Sutherland) ('Mrs Morgan')",female,4.0,1.0,2676,E12,C,11,"Haverford, PA / Cooperstown, NY"
17.0,85.0,185.0,1.0,0,"Abbott, Master. Eugene Joseph",female,1.0,1.0,110152,A11,C,1,"?Havana, Cuba"
38.0,43.0,165.0,1.0,1,"Van Impe, Mr. Jean Baptiste",male,0.0,0.0,2676,C23 C25 C27,S,13,London
36.0,8.0,160.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"St Andrews, Guernsey"
18.0,85.0,177.0,3.0,1,"Backstrom, Mr. Karl Alfred",female,1.0,1.0,28220,E68,C,13,"New York, NY"
36.0,8.0,160.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
37.0,13.0,161.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
17.0,85.0,185.0,2.0,0,"Abbott, Master. Eugene Joseph",female,1.0,1.0,110152,A11,C,1,"?Havana, Cuba"
17.0,85.0,183.0,3.0,0,"Mangiavacchi, Mr. Serafino Emilio",female,2.0,2.0,3101296,F,Q,D,"Co Sligo, Ireland Hartford, CT"
36.0,9.0,159.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
18.0,85.0,182.0,3.0,0,"Harper, Miss. Annie Jessie 'Nina'",male,4.0,1.0,SOTON/O.Q. 3101310,F33,Q,11,"Cologne, Germany"
35.0,2.0,155.0,2.0,0,"Ryerson, Miss. Susan Parker 'Suzette'",male,0.0,0.0,A/5. 2151,F33,Q,C D,Cornwall
35.0,7.0,158.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,185.0,2.0,0,"Abbing, Mr. Anthony",female,1.0,1.0,110152,A11,C,1,"?Havana, Cuba"
17.0,85.0,185.0,2.0,0,"Abbing, Mr. Anthony",female,1.0,1.0,110152,A18,C,1,"?Havana, Cuba"
31.0,-0.0,155.0,2.0,0,"Johanson, Mr. Jakob Alfred",male,8.0,4.0,A/5. 2151,F33,Q,C D,Cornwall
36.0,3.0,160.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
37.0,3.0,160.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
37.0,22.0,162.0,2.0,1,"Van Impe, Mr. Jean Baptiste",male,0.0,0.0,2676,C23 C25 C27,S,13,London
33.0,-4.0,156.0,2.0,0,"Daly, Mr. Peter Denis",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
40.0,76.0,170.0,1.0,1,"Van Impe, Mr. Jean Baptiste",male,0.0,0.0,2676,C23 C25 C27,S,13,"New York, NY"
17.0,85.0,185.0,3.0,0,"Jefferys, Mr. Ernest Wilfred",female,1.0,1.0,35273,A18,C,8 10,"New York, NY"
17.0,85.0,133.0,3.0,0,"Adahl, Mr. Mauritz Nils Martin",female,2.0,1.0,2659,C49,Q,11,"Haverford, PA"
39.0,30.0,162.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
29.0,66.0,170.0,2.0,0,"Goncalves, Mr. Manuel Estanslas",male,0.0,1.0,2676,A29,C,11,"Ruotsinphytaa, Finland New York, NY"
31.0,43.0,162.0,2.0,0,"Rothschild, Mr. Martin",male,0.0,0.0,S.O./P.P. 751,C23 C25 C27,S,11,"New York, NY"
17.0,85.0,185.0,1.0,0,"Abelseth, Mr. Olaus Jorgensen",female,1.0,1.0,110152,A20,C,1,"Aberdeen / Portland, OR"
17.0,85.0,185.0,2.0,0,"Duff Gordon, Lady. (Lucille Christiana Sutherland) ('Mrs Morgan')",female,1.0,1.0,2659,C49,C,D,"New York, NY"
36.0,7.0,161.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
37.0,7.0,160.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
32.0,63.0,155.0,1.0,1,"Widener, Mr. Harry Elkins",male,0.0,0.0,2676,C23 C25 C27,S,13,"Cologne, Germany"
17.0,85.0,184.0,3.0,0,"Emir, Mr. Farred Chehab",female,2.0,1.0,113778,C90,C,11,"Cologne, Germany"
35.0,34.0,169.0,1.0,0,"Mellinger, Mrs. (Elizabeth Anne Maidment)",male,0.0,0.0,2676,C23 C25 C27,S,11,"Sweden Akeley, MN"
40.0,72.0,168.0,1.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,343271,C23 C25 C27,S,13,London
